CMDLINE /Users/pawelkulig/Desktop/Python/spintronics-visual/venv/bin/python3.6 main.py
MEM 724.503906 1523376582.2182
MEM 737.746094 1523376582.3278
MEM 750.988281 1523376582.4323
MEM 766.277344 1523376582.5404
MEM 784.937500 1523376582.6499
MEM 785.281250 1523376582.7562
MEM 787.292969 1523376582.8612
MEM 787.296875 1523376582.9677
MEM 787.300781 1523376583.0729
MEM 787.300781 1523376583.1800
MEM 800.542969 1523376583.2847
MEM 813.296875 1523376583.3913
MEM 813.296875 1523376583.4981
MEM 815.726562 1523376583.6060
MEM 815.960938 1523376583.7113
MEM 815.960938 1523376583.8200
MEM 815.960938 1523376583.9291
MEM 763.062500 1523376584.0387
MEM 749.867188 1523376584.1475
MEM 749.867188 1523376584.2598
MEM 749.867188 1523376584.3741
MEM 749.867188 1523376584.4855
MEM 749.867188 1523376584.5973
MEM 749.867188 1523376584.7050
MEM 749.867188 1523376584.8159
MEM 749.867188 1523376584.9282
MEM 749.867188 1523376585.0409
MEM 749.867188 1523376585.1536
MEM 749.867188 1523376585.2664
MEM 749.867188 1523376585.3789
MEM 749.867188 1523376585.4912
MEM 724.515625 1523376585.6047
MEM 724.515625 1523376585.7145
MEM 724.515625 1523376585.8232
MEM 724.515625 1523376585.9309
MEM 724.515625 1523376586.0359
MEM 724.515625 1523376586.1449
MEM 724.515625 1523376586.2499
MEM 724.515625 1523376586.3550
MEM 724.515625 1523376586.4654
MEM 724.515625 1523376586.5710
MEM 724.515625 1523376586.6772
MEM 724.515625 1523376586.7900
MEM 610.675781 1523376586.9009
MEM 630.945312 1523376587.0071
MEM 644.210938 1523376587.1120
MEM 642.437500 1523376587.2163
MEM 627.480469 1523376587.3256
MEM 627.480469 1523376587.4374
MEM 627.480469 1523376587.5477
MEM 627.480469 1523376587.6576
MEM 627.480469 1523376587.7653
MEM 627.480469 1523376587.8742
MEM 627.480469 1523376587.9865
MEM 613.644531 1523376588.0982
MEM 624.601562 1523376588.2057
MEM 624.601562 1523376588.3171
MEM 624.601562 1523376588.4262
MEM 624.601562 1523376588.5379
MEM 624.601562 1523376588.6461
MEM 624.601562 1523376588.7562
MEM 624.601562 1523376588.8689
MEM 624.601562 1523376588.9817
MEM 624.601562 1523376589.0940
MEM 624.601562 1523376589.2025
MEM 616.871094 1523376589.3095
MEM 628.652344 1523376589.4168
MEM 628.652344 1523376589.5293
MEM 628.652344 1523376589.6365
MEM 628.652344 1523376589.7490
MEM 628.652344 1523376589.8601
MEM 628.652344 1523376589.9729
MEM 628.652344 1523376590.0856
MEM 628.652344 1523376590.1984
MEM 628.652344 1523376590.3112
MEM 628.652344 1523376590.4194
MEM 628.652344 1523376590.5302
MEM 628.652344 1523376590.6409
MEM 628.652344 1523376590.7535
MEM 628.652344 1523376590.8661
MEM 628.652344 1523376590.9734
MEM 628.652344 1523376591.0853
MEM 628.652344 1523376591.1951
MEM 628.855469 1523376591.3024
MEM 628.855469 1523376591.4149
MEM 628.855469 1523376591.5276
MEM 628.855469 1523376591.6397
MEM 628.921875 1523376591.7525
MEM 628.921875 1523376591.8598
MEM 628.921875 1523376591.9715
MEM 628.921875 1523376592.0820
MEM 628.957031 1523376592.1897
MEM 625.378906 1523376592.2996
MEM 584.898438 1523376592.4118
MEM 584.898438 1523376592.5194
MEM 584.898438 1523376592.6268
MEM 584.898438 1523376592.7373
MEM 584.898438 1523376592.8500
MEM 584.898438 1523376592.9628
MEM 584.898438 1523376593.0701
MEM 584.898438 1523376593.1794
MEM 584.941406 1523376593.2921
MEM 595.117188 1523376593.4012
MEM 640.925781 1523376593.5086
MEM 669.550781 1523376593.6158
MEM 669.550781 1523376593.7244
MEM 669.550781 1523376593.8370
MEM 669.550781 1523376593.9442
MEM 669.550781 1523376594.0527
MEM 669.550781 1523376594.1612
MEM 669.550781 1523376594.2740
MEM 669.550781 1523376594.3800
MEM 669.550781 1523376594.4914
MEM 669.554688 1523376594.6055
MEM 669.554688 1523376594.7129
MEM 669.554688 1523376594.8271
MEM 669.554688 1523376594.9376
MEM 669.554688 1523376595.0448
MEM 669.554688 1523376595.1505
MEM 669.554688 1523376595.2581
MEM 669.554688 1523376595.3678
MEM 669.554688 1523376595.4779
MEM 669.554688 1523376595.5843
MEM 669.554688 1523376595.6936
MEM 669.554688 1523376595.8034
MEM 636.937500 1523376595.9102
MEM 647.167969 1523376596.0176
MEM 647.167969 1523376596.1263
MEM 647.316406 1523376596.2326
MEM 647.316406 1523376596.3379
MEM 647.316406 1523376596.4431
MEM 647.316406 1523376596.5560
MEM 647.316406 1523376596.6621
MEM 647.359375 1523376596.7755
MEM 642.113281 1523376596.8808
MEM 655.355469 1523376596.9868
MEM 669.570312 1523376597.0953
MEM 684.496094 1523376597.2056
MEM 697.738281 1523376597.3142
MEM 710.988281 1523376597.4302
MEM 724.234375 1523376597.5380
MEM 737.484375 1523376597.6452
MEM 750.726562 1523376597.7512
MEM 763.968750 1523376597.8577
MEM 777.226562 1523376597.9650
MEM 790.476562 1523376598.0746
MEM 812.566406 1523376598.1850
MEM 827.445312 1523376598.2910
MEM 843.300781 1523376598.3995
MEM 843.304688 1523376598.5042
MEM 843.304688 1523376598.6091
MEM 843.304688 1523376598.7138
MEM 843.312500 1523376598.8187
MEM 843.312500 1523376598.9235
MEM 843.312500 1523376599.0283
MEM 843.316406 1523376599.1353
MEM 751.160156 1523376599.2446
MEM 751.164062 1523376599.3536
MEM 738.683594 1523376599.4600
MEM 754.449219 1523376599.5698
MEM 778.875000 1523376599.6751
MEM 768.449219 1523376599.7830
MEM 761.027344 1523376599.8898
MEM 768.449219 1523376599.9961
MEM 781.183594 1523376600.1046
MEM 767.675781 1523376600.2097
MEM 780.160156 1523376600.3181
MEM 783.308594 1523376600.4249
MEM 805.136719 1523376600.5350
MEM 805.140625 1523376600.6405
MEM 817.636719 1523376600.7507
MEM 817.636719 1523376600.8618
MEM 815.351562 1523376600.9722
MEM 817.636719 1523376601.0812
MEM 814.976562 1523376601.1900
MEM 830.875000 1523376601.2990
MEM 840.976562 1523376601.4089
MEM 843.640625 1523376601.5184
MEM 840.980469 1523376601.6237
MEM 843.644531 1523376601.7299
MEM 840.984375 1523376601.8392
MEM 843.656250 1523376601.9479
MEM 838.945312 1523376602.0575
MEM 843.660156 1523376602.1639
MEM 843.660156 1523376602.2712
MEM 843.660156 1523376602.3814
MEM 843.660156 1523376602.4915
MEM 841.500000 1523376602.5991
MEM 843.667969 1523376602.7076
MEM 841.007812 1523376602.8177
MEM 843.671875 1523376602.9311
MEM 841.015625 1523376603.0399
MEM 843.675781 1523376603.1489
MEM 843.535156 1523376603.2547
MEM 843.535156 1523376603.3609
MEM 843.535156 1523376603.4684
MEM 843.535156 1523376603.5757
MEM 842.054688 1523376603.6829
MEM 843.535156 1523376603.7919
MEM 840.875000 1523376603.9000
MEM 843.539062 1523376604.0069
MEM 831.988281 1523376604.1130
MEM 843.539062 1523376604.2193
MEM 843.539062 1523376604.3251
MEM 774.054688 1523376604.4298
MEM 777.347656 1523376604.5388
MEM 777.347656 1523376604.6440
MEM 777.351562 1523376604.7497
MEM 777.351562 1523376604.8559
MEM 776.515625 1523376604.9657
MEM 777.351562 1523376605.0772
MEM 774.687500 1523376605.1855
MEM 790.589844 1523376605.2921
MEM 803.832031 1523376605.4038
MEM 830.078125 1523376605.5089
MEM 830.316406 1523376605.6157
MEM 817.140625 1523376605.7206
MEM 830.316406 1523376605.8284
MEM 830.316406 1523376605.9361
MEM 827.660156 1523376606.0458
MEM 830.320312 1523376606.1540
MEM 830.324219 1523376606.2605
MEM 830.328125 1523376606.3667
MEM 830.328125 1523376606.4774
MEM 823.265625 1523376606.5842
MEM 830.332031 1523376606.6915
MEM 840.910156 1523376606.8016
MEM 843.570312 1523376606.9082
MEM 843.570312 1523376607.0131
MEM 843.578125 1523376607.1180
MEM 843.578125 1523376607.2274
MEM 843.582031 1523376607.3357
MEM 699.464844 1523376607.4460
MEM 654.246094 1523376607.5611
MEM 668.117188 1523376607.6741
MEM 678.953125 1523376607.7831
MEM 690.429688 1523376607.8893
MEM 689.839844 1523376608.0016
MEM 716.316406 1523376608.1100
MEM 731.921875 1523376608.2149
MEM 756.031250 1523376608.3205
MEM 769.269531 1523376608.4276
MEM 795.746094 1523376608.5348
MEM 644.035156 1523376608.6441
MEM 647.042969 1523376608.7562
MEM 647.042969 1523376608.8644
MEM 647.042969 1523376608.9770
MEM 647.042969 1523376609.0881
MEM 647.042969 1523376609.2009
MEM 647.042969 1523376609.3137
MEM 647.042969 1523376609.4263
MEM 647.042969 1523376609.5370
MEM 647.042969 1523376609.6474
MEM 647.042969 1523376609.7560
MEM 647.042969 1523376609.8686
MEM 647.042969 1523376609.9812
MEM 647.042969 1523376610.0899
MEM 647.042969 1523376610.2023
MEM 647.042969 1523376610.3134
MEM 647.042969 1523376610.4219
MEM 647.042969 1523376610.5332
MEM 647.042969 1523376610.6459
MEM 647.042969 1523376610.7576
MEM 632.160156 1523376610.8627
MEM 645.996094 1523376610.9723
MEM 648.828125 1523376611.0795
MEM 648.828125 1523376611.1891
MEM 648.828125 1523376611.2943
MEM 648.828125 1523376611.4054
MEM 648.828125 1523376611.5141
MEM 648.828125 1523376611.6216
MEM 648.828125 1523376611.7329
MEM 648.828125 1523376611.8397
MEM 648.828125 1523376611.9508
MEM 648.828125 1523376612.0563
MEM 648.828125 1523376612.1620
MEM 649.027344 1523376612.2719
MEM 649.027344 1523376612.3792
MEM 649.027344 1523376612.4863
MEM 649.027344 1523376612.5929
MEM 649.093750 1523376612.7003
MEM 649.093750 1523376612.8113
MEM 649.093750 1523376612.9194
MEM 649.132812 1523376613.0250
MEM 643.761719 1523376613.1301
MEM 603.281250 1523376613.2352
MEM 603.285156 1523376613.3429
MEM 603.285156 1523376613.4517
MEM 603.285156 1523376613.5587
MEM 603.285156 1523376613.6693
MEM 603.285156 1523376613.7786
MEM 603.285156 1523376613.8870
MEM 603.285156 1523376613.9937
MEM 603.328125 1523376614.0988
MEM 601.378906 1523376614.2077
MEM 662.007812 1523376614.3135
MEM 674.386719 1523376614.4236
MEM 687.625000 1523376614.5355
MEM 687.625000 1523376614.6412
MEM 687.625000 1523376614.7518
MEM 687.625000 1523376614.8622
MEM 687.625000 1523376614.9713
MEM 687.625000 1523376615.0834
MEM 687.625000 1523376615.1924
MEM 687.625000 1523376615.3022
MEM 687.625000 1523376615.4150
MEM 687.625000 1523376615.5273
MEM 687.625000 1523376615.6353
MEM 687.625000 1523376615.7455
MEM 687.625000 1523376615.8550
MEM 687.625000 1523376615.9663
MEM 687.625000 1523376616.0739
MEM 687.625000 1523376616.1807
MEM 687.625000 1523376616.2914
MEM 687.625000 1523376616.3986
MEM 687.625000 1523376616.5109
MEM 687.625000 1523376616.6234
MEM 687.625000 1523376616.7356
MEM 687.625000 1523376616.8485
MEM 687.625000 1523376616.9558
MEM 687.625000 1523376617.0663
MEM 687.625000 1523376617.1726
MEM 687.625000 1523376617.2843
MEM 687.625000 1523376617.3934
MEM 687.625000 1523376617.5061
MEM 687.625000 1523376617.6120
MEM 635.089844 1523376617.7167
MEM 652.792969 1523376617.8247
MEM 652.792969 1523376617.9368
MEM 652.792969 1523376618.0495
MEM 652.792969 1523376618.1562
MEM 652.792969 1523376618.2686
MEM 652.792969 1523376618.3803
MEM 652.792969 1523376618.4912
MEM 652.792969 1523376618.6034
MEM 652.792969 1523376618.7169
MEM 652.921875 1523376618.8228
MEM 676.738281 1523376618.9314
MEM 692.640625 1523376619.0401
MEM 716.457031 1523376619.1495
MEM 732.355469 1523376619.2586
MEM 740.253906 1523376619.3646
MEM 756.152344 1523376619.4702
MEM 772.851562 1523376619.5790
MEM 795.867188 1523376619.6860
MEM 809.105469 1523376619.7938
MEM 835.496094 1523376619.9032
MEM 848.691406 1523376620.0115
MEM 846.031250 1523376620.1177
MEM 848.695312 1523376620.2264
MEM 848.695312 1523376620.3317
MEM 848.699219 1523376620.4400
MEM 848.699219 1523376620.5471
MEM 848.699219 1523376620.6557
MEM 846.039062 1523376620.7609
MEM 848.699219 1523376620.8672
MEM 840.410156 1523376620.9717
MEM 848.699219 1523376621.0780
MEM 848.699219 1523376621.1856
MEM 848.699219 1523376621.2976
MEM 848.699219 1523376621.4094
MEM 848.699219 1523376621.5192
MEM 848.699219 1523376621.6248
MEM 841.468750 1523376621.7302
MEM 848.699219 1523376621.8407
MEM 842.074219 1523376621.9476
MEM 848.714844 1523376622.0602
MEM 842.136719 1523376622.1649
MEM 848.714844 1523376622.2712
MEM 848.714844 1523376622.3776
MEM 848.714844 1523376622.4894
MEM 848.714844 1523376622.5984
MEM 848.714844 1523376622.7071
MEM 848.718750 1523376622.8142
MEM 848.718750 1523376622.9251
MEM 848.722656 1523376623.0305
MEM 848.726562 1523376623.1412
MEM 756.816406 1523376623.2462
MEM 754.156250 1523376623.3511
MEM 756.816406 1523376623.4592
MEM 738.093750 1523376623.5689
MEM 744.335938 1523376623.6741
MEM 744.339844 1523376623.7821
MEM 756.824219 1523376623.8886
MEM 756.832031 1523376623.9965
MEM 781.406250 1523376624.1010
MEM 797.308594 1523376624.2136
MEM 797.792969 1523376624.3223
MEM 807.109375 1523376624.4295
MEM 810.285156 1523376624.5398
MEM 810.285156 1523376624.6479
MEM 807.625000 1523376624.7524
MEM 810.285156 1523376624.8615
MEM 810.285156 1523376624.9707
MEM 807.628906 1523376625.0802
MEM 822.773438 1523376625.1888
MEM 816.453125 1523376625.2957
MEM 836.019531 1523376625.4030
MEM 848.777344 1523376625.5089
MEM 848.777344 1523376625.6183
MEM 848.781250 1523376625.7305
MEM 846.117188 1523376625.8400
MEM 848.781250 1523376625.9513
MEM 848.785156 1523376626.0584
MEM 848.789062 1523376626.1645
MEM 848.789062 1523376626.2699
MEM 848.789062 1523376626.3764
MEM 848.792969 1523376626.4855
MEM 782.753906 1523376626.5985
MEM 782.753906 1523376626.7084
MEM 769.531250 1523376626.8139
MEM 663.628906 1523376626.9225
MEM 659.832031 1523376627.0298
MEM 678.632812 1523376627.1374
MEM 702.449219 1523376627.2421
MEM 718.351562 1523376627.3490
MEM 731.652344 1523376627.4583
MEM 758.066406 1523376627.5676
MEM 771.308594 1523376627.6787
MEM 795.152344 1523376627.7831
MEM 811.058594 1523376627.8928
MEM 824.429688 1523376628.0008
MEM 532.097656 1523376628.1058
