CMDLINE /Users/pawelkulig/Desktop/Python/spintronics-visual/venv/bin/python3.6 main.py
MEM 893.117188 1523421380.3417
MEM 799.351562 1523421380.4507
MEM 802.761719 1523421380.5595
MEM 832.664062 1523421380.6673
MEM 868.429688 1523421380.7808
MEM 898.324219 1523421380.8911
MEM 931.648438 1523421380.9976
MEM 965.125000 1523421381.1035
MEM 982.917969 1523421381.2101
MEM 835.957031 1523421381.3206
MEM 805.703125 1523421381.4307
MEM 865.031250 1523421381.5400
MEM 899.910156 1523421381.6510
MEM 927.175781 1523421381.7572
MEM 961.445312 1523421381.8656
MEM 995.308594 1523421381.9717
MEM 1014.769531 1523421382.0819
MEM 878.535156 1523421382.1902
MEM 831.261719 1523421382.2961
MEM 894.792969 1523421382.4065
MEM 928.105469 1523421382.5121
MEM 959.835938 1523421382.6191
MEM 991.058594 1523421382.7298
MEM 1023.691406 1523421382.8359
MEM 1043.117188 1523421382.9417
MEM 984.398438 1523421383.0488
MEM 835.714844 1523421383.1593
MEM 921.890625 1523421383.2696
MEM 954.468750 1523421383.3752
MEM 988.675781 1523421383.4853
MEM 988.132812 1523421383.5956
MEM 1020.457031 1523421383.7022
MEM 1040.472656 1523421383.8086
MEM 989.003906 1523421383.9141
MEM 885.894531 1523421384.0200
MEM 917.359375 1523421384.1266
MEM 948.328125 1523421384.2361
MEM 982.527344 1523421384.3462
MEM 1012.968750 1523421384.4531
MEM 1046.660156 1523421384.5620
MEM 1067.832031 1523421384.6702
MEM 1008.902344 1523421384.7807
MEM 969.812500 1523421384.8901
MEM 941.761719 1523421384.9992
MEM 974.398438 1523421385.1067
MEM 1005.261719 1523421385.2144
MEM 1037.328125 1523421385.3222
MEM 1069.003906 1523421385.4325
MEM 1097.312500 1523421385.5399
MEM 1052.765625 1523421385.6487
MEM 1007.601562 1523421385.7597
MEM 956.843750 1523421385.8742
MEM 1001.824219 1523421385.9846
MEM 1034.671875 1523421386.0949
MEM 1067.097656 1523421386.2002
MEM 1097.226562 1523421386.3063
MEM 1122.730469 1523421386.4162
MEM 1137.125000 1523421386.5259
MEM 1067.574219 1523421386.6315
MEM 964.003906 1523421386.7393
MEM 1022.402344 1523421386.8461
MEM 1053.937500 1523421386.9548
MEM 1084.933594 1523421387.0609
MEM 1118.367188 1523421387.1712
MEM 1146.996094 1523421387.2798
MEM 1164.117188 1523421387.3891
MEM 1126.121094 1523421387.4957
MEM 958.722656 1523421387.6060
MEM 1044.179688 1523421387.7148
MEM 1078.031250 1523421387.8235
MEM 1108.812500 1523421387.9294
MEM 1139.460938 1523421388.0383
MEM 1169.574219 1523421388.1453
MEM 1189.828125 1523421388.2554
MEM 1159.718750 1523421388.3613
MEM 1046.250000 1523421388.4670
MEM 1066.292969 1523421388.5731
MEM 1098.359375 1523421388.6830
MEM 1132.617188 1523421388.7934
MEM 1164.320312 1523421388.9040
MEM 1194.140625 1523421389.0106
MEM 1218.300781 1523421389.1209
MEM 1184.101562 1523421389.2292
MEM 1118.500000 1523421389.3396
MEM 1095.996094 1523421389.4487
MEM 1110.906250 1523421389.5578
MEM 1124.289062 1523421389.6622
MEM 1079.933594 1523421389.7714
MEM 1216.367188 1523421389.8813
MEM 1349.250000 1523421389.9970
MEM 1409.500000 1523421390.1037
MEM 1260.386719 1523421390.2106
MEM 1088.621094 1523421390.3166
MEM 1133.980469 1523421390.4265
MEM 1134.023438 1523421390.5363
MEM 1134.023438 1523421390.6485
MEM 1134.023438 1523421390.7607
MEM 1134.023438 1523421390.8730
MEM 1134.023438 1523421390.9866
MEM 1134.023438 1523421391.0966
MEM 1134.023438 1523421391.2086
MEM 1134.023438 1523421391.3208
MEM 1134.023438 1523421391.4330
MEM 1134.023438 1523421391.5452
MEM 1134.023438 1523421391.6574
MEM 1134.023438 1523421391.7676
MEM 1134.023438 1523421391.8760
MEM 1134.023438 1523421391.9836
MEM 1134.023438 1523421392.0923
MEM 1134.023438 1523421392.2041
MEM 1134.023438 1523421392.3160
MEM 1134.023438 1523421392.4231
MEM 1134.023438 1523421392.5343
MEM 1134.023438 1523421392.6464
MEM 1134.023438 1523421392.7531
MEM 1131.062500 1523421392.8580
MEM 1134.074219 1523421392.9666
MEM 1134.074219 1523421393.0746
MEM 1134.074219 1523421393.1869
MEM 1134.074219 1523421393.2979
MEM 1134.074219 1523421393.4087
MEM 1134.074219 1523421393.5191
MEM 1134.250000 1523421393.6288
MEM 1146.593750 1523421393.7356
MEM 1148.500000 1523421393.8435
MEM 1148.500000 1523421393.9536
MEM 1148.500000 1523421394.0627
MEM 1148.503906 1523421394.1702
MEM 1148.500000 1523421394.2782
MEM 1148.500000 1523421394.3902
MEM 1148.500000 1523421394.4984
MEM 1148.500000 1523421394.6107
MEM 1148.500000 1523421394.7231
MEM 1148.500000 1523421394.8356
MEM 1148.500000 1523421394.9479
MEM 1148.500000 1523421395.0600
MEM 1148.500000 1523421395.1722
MEM 1148.500000 1523421395.2824
MEM 1148.500000 1523421395.3914
MEM 1148.500000 1523421395.5026
MEM 1148.500000 1523421395.6147
MEM 1148.507812 1523421395.7215
MEM 1148.507812 1523421395.8295
MEM 1148.507812 1523421395.9385
MEM 1148.507812 1523421396.0507
MEM 1148.507812 1523421396.1628
MEM 1148.507812 1523421396.2694
MEM 1148.507812 1523421396.3804
MEM 1148.507812 1523421396.4925
MEM 1148.781250 1523421396.6043
MEM 1148.781250 1523421396.7163
MEM 1148.781250 1523421396.8240
MEM 1148.781250 1523421396.9363
MEM 1148.847656 1523421397.0483
MEM 1148.847656 1523421397.1603
MEM 1148.847656 1523421397.2661
MEM 1148.847656 1523421397.3784
MEM 1148.847656 1523421397.4907
MEM 1148.847656 1523421397.6029
MEM 1148.847656 1523421397.7148
MEM 1149.093750 1523421397.8217
MEM 1090.472656 1523421397.9280
MEM 1050.914062 1523421398.0358
MEM 1050.914062 1523421398.1477
MEM 1050.914062 1523421398.2586
MEM 1050.914062 1523421398.3705
MEM 1050.914062 1523421398.4810
MEM 1050.914062 1523421398.5935
MEM 1051.164062 1523421398.7059
MEM 1051.164062 1523421398.8179
MEM 1051.164062 1523421398.9244
MEM 1051.164062 1523421399.0364
MEM 1051.164062 1523421399.1488
MEM 1051.164062 1523421399.2609
MEM 1051.164062 1523421399.3728
MEM 1051.332031 1523421399.4814
MEM 1053.828125 1523421399.5876
MEM 1056.589844 1523421399.6936
MEM 1083.058594 1523421399.8029
MEM 1117.562500 1523421399.9143
MEM 1144.902344 1523421400.0234
MEM 1144.902344 1523421400.1354
MEM 1144.902344 1523421400.2473
MEM 1144.902344 1523421400.3570
MEM 1145.117188 1523421400.4668
MEM 1145.144531 1523421400.5738
MEM 1145.148438 1523421400.6857
MEM 1145.148438 1523421400.7981
MEM 1145.152344 1523421400.9106
MEM 1145.160156 1523421401.0228
MEM 1145.160156 1523421401.1350
MEM 1145.160156 1523421401.2414
MEM 1145.160156 1523421401.3536
MEM 1145.160156 1523421401.4638
MEM 1145.160156 1523421401.5705
MEM 1145.160156 1523421401.6794
MEM 1145.714844 1523421401.7856
MEM 1089.894531 1523421401.8974
MEM 1089.894531 1523421402.0093
MEM 1089.894531 1523421402.1179
MEM 1089.894531 1523421402.2302
MEM 1090.039062 1523421402.3373
MEM 1090.039062 1523421402.4479
MEM 1090.039062 1523421402.5599
MEM 1090.039062 1523421402.6704
MEM 1090.039062 1523421402.7785
MEM 1090.042969 1523421402.8876
MEM 1090.042969 1523421402.9980
MEM 1090.042969 1523421403.1126
MEM 1111.718750 1523421403.2202
MEM 1111.738281 1523421403.3267
MEM 1111.746094 1523421403.4386
MEM 1111.746094 1523421403.5480
MEM 1111.757812 1523421403.6550
MEM 1111.757812 1523421403.7672
MEM 1111.757812 1523421403.8797
MEM 1111.757812 1523421403.9920
MEM 1111.757812 1523421404.1042
MEM 1111.757812 1523421404.2164
MEM 1111.925781 1523421404.3283
MEM 1111.953125 1523421404.4382
MEM 1112.089844 1523421404.5500
MEM 1112.277344 1523421404.6587
MEM 1112.519531 1523421404.7708
MEM 1097.812500 1523421404.8826
MEM 1097.410156 1523421404.9944
MEM 1098.000000 1523421405.1062
MEM 1098.796875 1523421405.2181
MEM 1099.691406 1523421405.3299
MEM 1100.679688 1523421405.4421
MEM 1102.062500 1523421405.5490
MEM 1103.625000 1523421405.6582
MEM 1107.152344 1523421405.7653
MEM 1109.117188 1523421405.8717
MEM 1111.218750 1523421405.9857
MEM 1113.476562 1523421406.0975
MEM 1115.738281 1523421406.2057
MEM 1118.089844 1523421406.3161
MEM 1120.515625 1523421406.4282
MEM 1123.011719 1523421406.5385
MEM 1125.410156 1523421406.6475
MEM 1127.875000 1523421406.7576
MEM 1130.316406 1523421406.8695
MEM 1132.789062 1523421406.9766
MEM 1135.316406 1523421407.0884
MEM 1137.570312 1523421407.2002
MEM 1139.769531 1523421407.3124
MEM 1141.980469 1523421407.4229
MEM 1143.175781 1523421407.5303
MEM 1147.574219 1523421407.6401
MEM 1149.703125 1523421407.7500
MEM 1152.761719 1523421407.8594
MEM 1154.906250 1523421407.9688
MEM 1157.054688 1523421408.0756
MEM 1159.218750 1523421408.1837
MEM 1161.382812 1523421408.2888
MEM 1163.542969 1523421408.3938
MEM 1165.656250 1523421408.5012
MEM 1167.734375 1523421408.6059
MEM 1169.816406 1523421408.7182
MEM 1171.910156 1523421408.8283
MEM 1174.316406 1523421408.9438
MEM 1176.726562 1523421409.0557
MEM 1179.128906 1523421409.1649
MEM 1181.558594 1523421409.2769
MEM 1183.992188 1523421409.3887
MEM 1186.414062 1523421409.4992
MEM 1188.843750 1523421409.6077
MEM 1191.292969 1523421409.7153
MEM 1193.750000 1523421409.8251
MEM 1196.203125 1523421409.9374
MEM 1198.675781 1523421410.0445
MEM 1201.152344 1523421410.1542
MEM 1203.617188 1523421410.2623
MEM 1202.925781 1523421410.3703
MEM 1206.308594 1523421410.4778
MEM 1211.488281 1523421410.5871
MEM 1206.902344 1523421410.6939
MEM 1200.488281 1523421410.8061
MEM 1194.042969 1523421410.9179
MEM 1187.511719 1523421411.0282
MEM 1180.898438 1523421411.1400
MEM 1174.207031 1523421411.2519
MEM 1167.589844 1523421411.3637
MEM 1160.914062 1523421411.4756
MEM 1154.312500 1523421411.5828
MEM 1147.656250 1523421411.6920
MEM 1140.957031 1523421411.7972
MEM 1134.523438 1523421411.9091
MEM 1128.136719 1523421412.0209
MEM 1121.714844 1523421412.1327
MEM 1115.367188 1523421412.2446
MEM 1109.140625 1523421412.3569
MEM 1111.242188 1523421412.4637
MEM 1115.757812 1523421412.5736
MEM 1118.109375 1523421412.6787
MEM 1120.535156 1523421412.7886
MEM 1123.031250 1523421412.8950
MEM 1125.429688 1523421413.0104
MEM 1127.890625 1523421413.1223
MEM 1130.332031 1523421413.2333
MEM 1132.804688 1523421413.3439
MEM 1135.328125 1523421413.4543
MEM 1137.582031 1523421413.5661
MEM 1139.781250 1523421413.6781
MEM 1141.992188 1523421413.7872
MEM 1144.140625 1523421413.8991
MEM 1146.296875 1523421414.0086
MEM 1148.433594 1523421414.1191
MEM 1150.589844 1523421414.2304
MEM 1138.875000 1523421414.3427
MEM 1138.875000 1523421414.4549
MEM 1138.875000 1523421414.5639
MEM 1138.875000 1523421414.6761
MEM 1138.875000 1523421414.7870
MEM 1138.875000 1523421414.8991
MEM 1138.875000 1523421415.0084
MEM 1138.875000 1523421415.1135
MEM 1138.875000 1523421415.2248
MEM 1138.875000 1523421415.3336
MEM 1138.875000 1523421415.4459
MEM 1121.511719 1523421415.5589
MEM 1121.511719 1523421415.6683
MEM 1121.511719 1523421415.7761
MEM 1121.511719 1523421415.8846
MEM 1121.511719 1523421415.9918
MEM 1121.511719 1523421416.0966
MEM 1111.117188 1523421416.2011
MEM 1111.117188 1523421416.3079
MEM 1111.117188 1523421416.4196
MEM 1111.128906 1523421416.5313
MEM 1111.128906 1523421416.6437
MEM 1111.128906 1523421416.7503
MEM 1111.132812 1523421416.8616
MEM 1111.148438 1523421416.9739
MEM 1111.148438 1523421417.0865
MEM 1111.148438 1523421417.1984
MEM 1111.148438 1523421417.3111
MEM 1112.285156 1523421417.4229
MEM 1112.285156 1523421417.5319
MEM 1112.285156 1523421417.6423
MEM 1112.285156 1523421417.7545
MEM 1112.285156 1523421417.8668
MEM 1112.285156 1523421417.9792
MEM 1112.285156 1523421418.0915
MEM 1112.289062 1523421418.2019
MEM 1112.289062 1523421418.3102
MEM 1112.289062 1523421418.4224
MEM 1112.289062 1523421418.5342
MEM 1112.289062 1523421418.6464
MEM 1112.289062 1523421418.7545
MEM 1112.289062 1523421418.8622
MEM 1112.289062 1523421418.9741
MEM 1106.222656 1523421419.0801
MEM 1111.460938 1523421419.1918
MEM 1127.164062 1523421419.2996
MEM 1126.710938 1523421419.4078
MEM 1126.710938 1523421419.5168
MEM 1126.710938 1523421419.6290
MEM 1126.710938 1523421419.7414
MEM 1126.710938 1523421419.8506
MEM 1126.710938 1523421419.9589
MEM 1126.710938 1523421420.0671
MEM 1126.710938 1523421420.1753
MEM 1126.710938 1523421420.2874
MEM 1097.593750 1523421420.3924
MEM 1106.386719 1523421420.4968
MEM 1109.050781 1523421420.6086
MEM 1109.050781 1523421420.7162
MEM 1109.050781 1523421420.8285
MEM 1109.050781 1523421420.9407
MEM 1109.050781 1523421421.0504
MEM 1109.050781 1523421421.1586
MEM 1109.050781 1523421421.2719
MEM 1109.050781 1523421421.3838
MEM 1109.050781 1523421421.4910
MEM 1109.050781 1523421421.6030
MEM 1109.050781 1523421421.7104
MEM 1109.050781 1523421421.8206
MEM 1109.050781 1523421421.9325
MEM 1109.050781 1523421422.0435
MEM 1109.050781 1523421422.1547
MEM 1109.050781 1523421422.2667
MEM 1109.050781 1523421422.3736
MEM 1095.054688 1523421422.4828
MEM 1097.832031 1523421422.5906
MEM 1097.832031 1523421422.6981
MEM 1097.832031 1523421422.8082
MEM 1097.832031 1523421422.9201
MEM 1097.832031 1523421423.0324
MEM 1097.832031 1523421423.1394
MEM 1097.832031 1523421423.2465
MEM 1097.832031 1523421423.3551
MEM 1097.832031 1523421423.4674
MEM 1097.832031 1523421423.5793
MEM 1097.832031 1523421423.6915
MEM 1098.097656 1523421423.8034
MEM 1098.097656 1523421423.9153
MEM 1098.097656 1523421424.0232
MEM 1098.097656 1523421424.1356
MEM 1098.097656 1523421424.2437
MEM 1098.164062 1523421424.3531
MEM 1098.164062 1523421424.4650
MEM 1098.164062 1523421424.5756
MEM 1088.003906 1523421424.6811
MEM 1082.632812 1523421424.7998
MEM 1053.816406 1523421424.9066
MEM 1053.816406 1523421425.0140
MEM 1053.816406 1523421425.1262
MEM 1053.816406 1523421425.2398
MEM 1053.816406 1523421425.3466
MEM 1053.816406 1523421425.4559
MEM 1053.816406 1523421425.5680
MEM 1053.816406 1523421425.6799
MEM 1053.816406 1523421425.7921
MEM 1056.089844 1523421425.9012
MEM 1089.812500 1523421426.0079
MEM 1102.203125 1523421426.1155
MEM 1102.203125 1523421426.2271
MEM 1102.222656 1523421426.3395
MEM 1102.222656 1523421426.4514
MEM 1102.222656 1523421426.5609
MEM 1102.230469 1523421426.6688
MEM 1102.246094 1523421426.7811
MEM 1102.261719 1523421426.8923
MEM 1102.281250 1523421427.0008
MEM 1102.304688 1523421427.1094
MEM 1102.304688 1523421427.2213
MEM 1102.304688 1523421427.3308
MEM 1102.304688 1523421427.4425
MEM 1102.304688 1523421427.5489
MEM 1102.304688 1523421427.6601
MEM 1102.304688 1523421427.7722
MEM 1102.296875 1523421427.8802
MEM 1101.691406 1523421427.9921
MEM 1101.691406 1523421428.1041
MEM 1101.691406 1523421428.2160
MEM 1101.691406 1523421428.3280
MEM 1101.691406 1523421428.4367
MEM 1101.691406 1523421428.5444
MEM 1101.691406 1523421428.6563
MEM 1101.691406 1523421428.7683
MEM 1101.691406 1523421428.8781
MEM 1101.691406 1523421428.9903
MEM 1101.691406 1523421429.1012
MEM 1101.761719 1523421429.2120
MEM 1101.761719 1523421429.3225
MEM 1101.824219 1523421429.4310
MEM 1101.824219 1523421429.5433
MEM 1101.824219 1523421429.6518
MEM 1101.824219 1523421429.7637
MEM 1101.824219 1523421429.8757
MEM 1101.824219 1523421429.9863
MEM 1101.832031 1523421430.0951
MEM 1101.832031 1523421430.2037
MEM 1101.832031 1523421430.3160
MEM 1101.832031 1523421430.4280
MEM 1101.832031 1523421430.5389
MEM 1101.832031 1523421430.6455
MEM 1101.832031 1523421430.7580
MEM 1101.812500 1523421430.8698
MEM 1101.812500 1523421430.9802
MEM 1101.812500 1523421431.0922
MEM 1101.812500 1523421431.2041
MEM 1101.812500 1523421431.3160
MEM 1101.812500 1523421431.4279
MEM 1101.812500 1523421431.5387
MEM 1101.812500 1523421431.6506
MEM 1101.812500 1523421431.7624
MEM 1101.812500 1523421431.8696
MEM 1101.812500 1523421431.9784
MEM 1101.812500 1523421432.0902
MEM 1101.812500 1523421432.1993
MEM 1101.812500 1523421432.3115
MEM 1101.812500 1523421432.4236
MEM 1102.937500 1523421432.5363
MEM 1102.937500 1523421432.6440
MEM 1102.937500 1523421432.7548
MEM 1102.921875 1523421432.8638
MEM 1102.921875 1523421432.9721
MEM 1102.921875 1523421433.0817
MEM 1102.921875 1523421433.1886
MEM 1102.921875 1523421433.3009
MEM 1102.921875 1523421433.4071
MEM 1102.921875 1523421433.5149
MEM 1102.921875 1523421433.6218
MEM 1074.640625 1523421433.7292
MEM 1082.472656 1523421433.8367
MEM 1094.519531 1523421433.9435
MEM 1101.375000 1523421434.0500
MEM 1101.375000 1523421434.1619
MEM 1101.375000 1523421434.2741
MEM 1101.375000 1523421434.3810
MEM 1101.375000 1523421434.4932
MEM 1101.375000 1523421434.6055
MEM 1101.375000 1523421434.7178
MEM 1101.375000 1523421434.8268
MEM 1101.375000 1523421434.9350
MEM 1101.375000 1523421435.0470
MEM 1101.375000 1523421435.1591
MEM 1093.226562 1523421435.2682
MEM 1106.464844 1523421435.3801
MEM 1106.464844 1523421435.4899
MEM 1106.464844 1523421435.6019
MEM 1106.464844 1523421435.7091
MEM 1106.464844 1523421435.8185
MEM 1106.464844 1523421435.9257
MEM 1106.464844 1523421436.0386
MEM 1106.464844 1523421436.1498
MEM 1106.464844 1523421436.2618
MEM 1106.464844 1523421436.3740
MEM 1105.839844 1523421436.4809
MEM 1105.839844 1523421436.5928
MEM 1105.839844 1523421436.7048
MEM 1105.839844 1523421436.8170
MEM 1105.839844 1523421436.9292
MEM 1105.910156 1523421437.0363
MEM 1105.972656 1523421437.1472
MEM 1105.972656 1523421437.2591
MEM 1105.972656 1523421437.3661
MEM 1105.972656 1523421437.4783
MEM 1105.972656 1523421437.5905
MEM 1105.972656 1523421437.7026
MEM 1105.972656 1523421437.8093
MEM 1105.972656 1523421437.9186
MEM 1105.972656 1523421438.0304
MEM 1105.972656 1523421438.1387
MEM 1105.972656 1523421438.2472
MEM 1105.972656 1523421438.3558
MEM 1105.972656 1523421438.4636
MEM 1105.972656 1523421438.5709
MEM 1105.972656 1523421438.6825
MEM 1105.972656 1523421438.7907
MEM 1105.972656 1523421438.9030
MEM 1105.972656 1523421439.0150
MEM 1105.964844 1523421439.1271
MEM 1079.988281 1523421439.2347
MEM 1094.753906 1523421439.3466
MEM 1094.753906 1523421439.4578
MEM 1094.753906 1523421439.5700
MEM 1094.753906 1523421439.6818
MEM 1094.753906 1523421439.7925
MEM 1094.753906 1523421439.9013
MEM 1094.753906 1523421440.0135
MEM 1094.710938 1523421440.1264
MEM 1094.710938 1523421440.2385
MEM 1094.710938 1523421440.3456
MEM 1094.710938 1523421440.4529
MEM 1094.710938 1523421440.5648
MEM 1094.710938 1523421440.6738
MEM 1094.976562 1523421440.7857
MEM 1094.976562 1523421440.8975
MEM 1094.976562 1523421441.0093
MEM 1094.976562 1523421441.1164
MEM 1094.976562 1523421441.2288
MEM 1095.042969 1523421441.3358
MEM 1095.042969 1523421441.4467
MEM 1095.042969 1523421441.5590
MEM 1095.042969 1523421441.6709
MEM 1095.042969 1523421441.7789
MEM 1083.187500 1523421441.8850
MEM 1077.722656 1523421441.9921
MEM 1049.000000 1523421442.0995
MEM 1049.000000 1523421442.2115
MEM 1049.000000 1523421442.3233
MEM 1049.000000 1523421442.4355
MEM 1049.000000 1523421442.5421
MEM 1049.000000 1523421442.6534
MEM 1049.000000 1523421442.7659
MEM 1049.000000 1523421442.8781
MEM 1049.000000 1523421442.9857
MEM 1049.042969 1523421443.0972
MEM 1047.425781 1523421443.2059
MEM 1080.031250 1523421443.3117
MEM 1105.500000 1523421443.4206
MEM 1105.500000 1523421443.5315
MEM 1105.500000 1523421443.6434
MEM 1105.500000 1523421443.7522
MEM 1105.500000 1523421443.8608
MEM 1105.507812 1523421443.9730
MEM 1105.507812 1523421444.0840
MEM 1105.507812 1523421444.1914
MEM 1105.542969 1523421444.3035
MEM 1105.542969 1523421444.4155
MEM 1105.542969 1523421444.5277
MEM 1105.542969 1523421444.6398
MEM 1105.542969 1523421444.7465
MEM 1105.542969 1523421444.8588
MEM 1105.542969 1523421444.9711
MEM 1105.542969 1523421445.0797
MEM 1105.542969 1523421445.1885
MEM 1105.542969 1523421445.2953
MEM 1105.542969 1523421445.4071
MEM 1105.542969 1523421445.5182
MEM 1105.542969 1523421445.6305
MEM 1106.671875 1523421445.7425
MEM 1106.671875 1523421445.8522
